,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,DShareC vs CShareD
NETHERLANDS ANTILLES,92.0,0.9236348628134964,1.0,0.9236348628134964,1.0,0.986331931315737,0.951734539969834,1.0,1.0,0.9236348628134964
CENT AFR REPUBL,91.0,0.6207982450642889,1.0,0.6207982450642889,1.0,0.9943051928766579,0.6649630891538898,1.0,1.0,0.6207982450642889
BAHAMAS,87.0,0.7928683202826073,1.0,0.7928683202826073,1.0,0.9874208829065749,0.8447368421052631,1.0,1.0,0.7928683202826073
SEYCHELLES,84.0,0.9733883517164363,1.0,0.9733883517164363,1.0,0.9986477343374375,0.9765765765765766,1.0,1.0,0.9733883517164363
MAURITANIA,82.0,0.8961765653654363,1.0,0.8961765653654363,1.0,0.99472291830968,0.9118421052631579,1.0,1.0,0.8961765653654363
ANDORRA,77.0,0.5207859667487577,1.0,0.5351723194213752,0.9988681380871534,0.9834510687001401,0.6253537068477646,1.0,0.9988681380871534,0.5207859667487577
FRENCH GUIANA,72.0,0.8997020333110233,1.0,0.8997020333110233,1.0,0.9963592112140319,0.9188370684433677,1.0,1.0,0.8997020333110233
BERMUDA,66.0,0.8930364343153366,1.0,0.8930364343153366,1.0,0.9952718411247498,0.9110512129380054,1.0,1.0,0.8930364343153366
SURINAME,66.0,0.9595928547354149,1.0,0.9595928547354149,1.0,0.998908495217746,0.9607272727272728,1.0,1.0,0.9595928547354149
SOUTH SUDAN,66.0,0.8816864466674641,1.0,0.8816864466674641,1.0,0.9924162986822163,0.9120879120879121,1.0,1.0,0.8816864466674641
CAPE VERDE,62.0,0.9395823708360218,1.0,0.9395823708360218,1.0,0.9977408394572336,0.9484203739522888,1.0,1.0,0.9395823708360218
ANTIGUA & BARBUDA,59.0,0.9353190866430107,1.0,0.9353190866430107,1.0,0.9835314106967741,0.9620653319283456,1.0,1.0,0.9353190866430107
GUINEA BISSAU,53.0,0.9085218175882207,1.0,0.9085218175882207,1.0,0.993057078733955,0.9298892988929889,1.0,1.0,0.9085218175882207
SAMOA,52.0,0.885515585037731,1.0,0.885515585037731,1.0,0.9966800951765877,0.9015151515151515,1.0,1.0,0.885515585037731
TIMOR-LESTE,50.0,0.8451380834222338,1.0,0.8451380834222338,1.0,0.9775252199076787,0.8993464052287582,1.0,1.0,0.8451380834222338
VATICAN,49.0,0.9676808622599826,1.0,0.9676808622599826,1.0,0.9924578971400391,0.9836065573770492,1.0,1.0,0.9676808622599826
BELIZE,48.0,0.8480170251662319,1.0,0.8480170251662319,1.0,0.9857700254983992,0.8995290423861853,1.0,1.0,0.8480170251662319
SAN MARINO,48.0,0.8826063315014282,1.0,0.8826063315014282,1.0,0.9703715160292367,0.9491758241758241,1.0,1.0,0.8826063315014282
ERITREA,46.0,0.9098274761393421,1.0,0.9235710936036826,0.9986522911051213,0.9806071060806958,0.9501347708894878,1.0,0.9986522911051213,0.9098274761393421
SAO TOME & PRINCIPE,40.0,0.9453781512605042,1.0,0.9453781512605042,1.0,1.0,0.9453781512605042,1.0,1.0,0.9453781512605042
DJIBOUTI,39.0,0.8720206149609123,1.0,0.8720206149609123,1.0,0.9901397709874359,0.9010989010989011,1.0,1.0,0.8720206149609123
SOLOMON ISLANDS,35.0,0.849785396976038,1.0,0.849785396976038,1.0,0.9919548170024475,0.8846153846153846,1.0,1.0,0.849785396976038
COMOROS,35.0,0.7772828721617694,1.0,0.7772828721617694,1.0,0.982655005446218,0.8226244343891402,1.0,1.0,0.7772828721617694
VANUATU,34.0,0.9568793544263829,1.0,0.9568793544263829,1.0,0.9989738324644535,0.961025641025641,1.0,1.0,0.9568793544263829
DOMINICA,28.0,0.8918173043035785,1.0,0.8918173043035785,1.0,0.9950327080503886,0.9117117117117117,1.0,1.0,0.8918173043035785
TONGA,24.0,0.9009397955798303,1.0,0.9009397955798303,1.0,0.9920588646650218,0.9254237288135593,1.0,1.0,0.9009397955798303
PALAU,24.0,0.9882656336567786,1.0,0.9882656336567786,1.0,0.997655330888672,0.9929742388758782,1.0,1.0,0.9882656336567786
MICRONESIA,17.0,0.9896551724137931,1.0,0.9896551724137931,1.0,1.0,0.9896551724137931,1.0,1.0,0.9896551724137931
SAINT VINCENT & GRENADINES,13.0,0.9440325808350093,1.0,0.9440325808350093,1.0,0.994923825084875,0.9493670886075949,1.0,1.0,0.9440325808350093
TURKMENISTAN,13.0,0.9349910212699056,1.0,0.9349910212699056,1.0,0.9774164428284006,0.9665071770334929,1.0,1.0,0.9349910212699056
KIRIBATI,11.0,0.8697707640712563,1.0,0.8697707640712563,1.0,0.9784921095801633,0.9331306990881459,1.0,1.0,0.8697707640712563
EQUATORIAL GUINEA,11.0,0.8596615346503509,1.0,0.8596615346503509,1.0,0.9593324372185075,0.9203187250996016,1.0,1.0,0.8596615346503509
SAINT LUCIA,10.0,0.9882887900738535,1.0,0.9882887900738535,1.0,0.9961013496791804,0.9961089494163424,1.0,1.0,0.9882887900738535
COOK ISLANDS,6.0,0.9771023998341895,1.0,0.9771023998341895,1.0,0.997458699830735,0.9847715736040609,1.0,1.0,0.9771023998341895
SAINT-MARTIN,5.0,0.7977240352174657,1.0,0.7977240352174657,1.0,0.7977240352174657,1.0,1.0,1.0,0.7977240352174657
MARSHALL ISLANDS,5.0,0.9642982651049115,1.0,0.9642982651049115,1.0,0.9949109084415754,0.9695431472081218,1.0,1.0,0.9642982651049115
NIUE,5.0,0.9607689228305227,1.0,0.9607689228305227,1.0,0.9607689228305227,1.0,1.0,1.0,0.9607689228305227
SERBIA & MONTENEGRO,4.0,0.9954648526077098,1.0,0.9954648526077098,1.0,1.0,0.9954648526077098,1.0,1.0,0.9954648526077098
TUVALU,3.0,0.9761870601839528,1.0,0.9761870601839528,1.0,0.9761870601839528,1.0,1.0,1.0,0.9761870601839528
FRENCH POLYNESIA,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NAURU,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
USSR,,,,,,,,,,
YUGOSLAVIA,,,,,,,,,,
CZECHOSLOVAKIA,,,,,,,,,,
GERMANY (GER DEM REP),,,,,,,,,,
SENEGAMBIA,,,,,,,,,,
W IND ASSOC ST,,,,,,,,,,
GUADELOUPE,,,,,,,,,,
AMERICAN SAMOA,,,,,,,,,,
