,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,DShareC vs CShareD
VG,36.0,0.7684076460831232,1.0,0.7684076460831232,1.0,0.9063269671749657,0.9285714285714286,1.0,1.0,0.7684076460831232
NO,32300.0,0.3011965811965812,1.0,0.7682051282051282,0.7675213675213676,0.9863247863247864,0.42017094017094014,1.0,0.7675213675213676,0.3011965811965812
PA,2204.0,0.7475198465530166,1.0,0.7622307634417029,0.9993162393162394,0.9976054336606848,0.7613675213675214,1.0,0.9993162393162394,0.7475198465530166
GM,502.0,0.7555969828369189,1.0,0.7555969828369189,1.0,0.9968895725584537,0.7775268210050819,1.0,1.0,0.7555969828369189
PT,39535.0,-0.11384615384615385,1.0,0.7524786324786324,0.37846153846153846,0.9931623931623932,-0.04752136752136752,1.0,0.37846153846153846,-0.11384615384615385
DK,45102.0,0.04957264957264957,1.0,0.7483760683760684,0.5521367521367522,0.9705982905982906,0.22735042735042735,1.0,0.5521367521367522,0.04957264957264957
MY,48403.0,0.2841025641025641,1.0,0.7476923076923077,0.8058119658119658,0.9500854700854701,0.4905982905982906,1.0,0.8058119658119658,0.2841025641025641
IL,27143.0,0.3264957264957265,1.0,0.744957264957265,0.7866666666666666,0.987008547008547,0.4229059829059829,1.0,0.7866666666666666,0.3264957264957265
KN,278.0,0.7385402939446495,1.0,0.7385402939446495,1.0,0.9821745791239082,0.8075187969924812,1.0,1.0,0.7385402939446495
BD,21755.0,0.3299145299145299,1.0,0.734017094017094,0.8064957264957265,0.9822222222222222,0.4283760683760684,1.0,0.8064957264957265,0.3299145299145299
PH,12887.0,0.5897435897435898,1.0,0.7333333333333333,0.9398290598290598,0.9931623931623932,0.6294017094017094,1.0,0.9398290598290598,0.5897435897435898
MQ,286.0,0.7148998113197415,1.0,0.7326392607321419,0.9982456140350877,0.9889743047413296,0.7719298245614035,1.0,0.9982456140350877,0.7148998113197415
SA,67396.0,0.2594871794871795,1.0,0.731965811965812,0.7818803418803418,0.8981196581196581,0.5753846153846154,1.0,0.7818803418803418,0.2594871794871795
HK,44612.0,0.4263247863247863,1.0,0.7292307692307692,0.8776068376068376,0.9623931623931624,0.5931623931623932,1.0,0.8776068376068376,0.4263247863247863
IR,66416.0,-0.006495726495726496,1.0,0.7271794871794872,0.6082051282051282,0.8926495726495727,0.39897435897435896,1.0,0.6082051282051282,-0.006495726495726496
RE,720.0,0.7239829427138531,1.0,0.7239829427138531,1.0,0.998304604601524,0.7346132128740824,1.0,1.0,0.7239829427138531
GL,214.0,0.7215305192862341,1.0,0.7215305192862341,1.0,0.9777750027710649,0.8021978021978022,1.0,1.0,0.7215305192862341
VA,54.0,0.7143109357936152,1.0,0.7143109357936152,1.0,0.9916316520429012,0.7333333333333333,1.0,1.0,0.7143109357936152
SX,82.0,0.7128473049989763,1.0,0.7128473049989763,1.0,0.8842048302391149,0.9151515151515152,1.0,1.0,0.7128473049989763
SG,29086.0,0.46735042735042737,1.0,0.705982905982906,0.9275213675213675,0.9835897435897436,0.5808547008547008,1.0,0.9275213675213675,0.46735042735042737
TW,43118.0,0.27589743589743587,1.0,0.7052991452991453,0.7914529914529914,0.9705982905982906,0.45504273504273507,1.0,0.7914529914529914,0.27589743589743587
BE,43990.0,0.03247863247863248,1.0,0.7046153846153846,0.6164102564102564,0.9678632478632478,0.2294017094017094,1.0,0.6164102564102564,0.03247863247863248
KE,8754.0,0.666096778413589,1.0,0.7030261685925765,0.9938461538461538,0.9861514932981472,0.731965811965812,1.0,0.9938461538461538,0.666096778413589
MZ,1751.0,0.6743160570647508,1.0,0.701370891248659,0.9972649572649572,0.9914398096508145,0.734017094017094,1.0,0.9972649572649572,0.6743160570647508
CH,62881.0,0.08991452991452992,1.0,0.6998290598290599,0.6519658119658119,0.9576068376068376,0.331965811965812,1.0,0.6519658119658119,0.08991452991452992
ST,310.0,0.6950807980886986,1.0,0.6950807980886986,1.0,0.9926198253344826,0.7524509803921569,1.0,1.0,0.6950807980886986
CV,79.0,0.6939134582965243,1.0,0.6939134582965243,1.0,0.9856107606091623,0.725,1.0,1.0,0.6939134582965243
GR,28167.0,0.22324786324786325,1.0,0.6882051282051282,0.7558974358974359,0.9924786324786324,0.29094017094017094,1.0,0.7558974358974359,0.22324786324786325
CZ,28500.0,0.3490598290598291,1.0,0.6827350427350427,0.8201709401709402,0.9883760683760684,0.4536752136752137,1.0,0.8201709401709402,0.3490598290598291
AT,35140.0,0.14803418803418802,1.0,0.6820512820512821,0.7388034188034188,0.9801709401709402,0.29572649572649573,1.0,0.7388034188034188,0.14803418803418802
MW,1534.0,0.6768933731744092,1.0,0.6808518139532069,0.9990118577075099,0.9910946099914779,0.7470355731225297,1.0,0.9990118577075099,0.6768933731744092
NC,324.0,0.6784790739063614,1.0,0.6784790739063614,1.0,0.9915225076199142,0.7298701298701299,1.0,1.0,0.6784790739063614
MA,16957.0,0.5254700854700854,1.0,0.6752136752136753,0.9535042735042735,0.9952136752136752,0.5747008547008547,1.0,0.9535042735042735,0.5254700854700854
EC,14627.0,0.5083760683760684,1.0,0.6690598290598291,0.9603418803418804,0.9822222222222222,0.6116239316239316,1.0,0.9603418803418804,0.5083760683760684
EE,4240.0,0.5377117177760645,1.0,0.6659826428180647,0.9623931623931624,0.996066489926145,0.5692307692307692,1.0,0.9623931623931624,0.5377117177760645
ZM,2195.0,0.6425030013547914,1.0,0.6650709620197283,0.997948717948718,0.992990269257219,0.6936752136752137,1.0,0.997948717948718,0.6425030013547914
ZA,36736.0,0.20341880341880342,1.0,0.6567521367521367,0.7757264957264958,0.9863247863247864,0.321025641025641,1.0,0.7757264957264958,0.20341880341880342
BH,2297.0,0.61033199370736,1.0,0.6554910874121647,0.9958974358974358,0.991105261081963,0.6758974358974359,1.0,0.9958974358974358,0.61033199370736
TN,11206.0,0.3347008547008547,1.0,0.6533333333333333,0.8803418803418803,0.9856410256410256,0.42017094017094014,1.0,0.8803418803418803,0.3347008547008547
GH,8934.0,0.5561538461538461,1.0,0.6515384615384615,0.97,0.9915384615384616,0.6315384615384615,1.0,0.97,0.5561538461538461
AG,885.0,0.6439567585679731,1.0,0.6439567585679731,1.0,0.993021514399595,0.6930434782608695,1.0,1.0,0.6439567585679731
UG,5688.0,0.5628005489759275,1.0,0.6420465592896943,0.9869230769230769,0.9767263115857004,0.6923076923076923,1.0,0.9869230769230769,0.5628005489759275
EG,50152.0,0.225982905982906,1.0,0.6403418803418803,0.84,0.9001709401709401,0.5911111111111111,1.0,0.84,0.225982905982906
AO,407.0,0.6388825872775171,1.0,0.6388825872775171,1.0,0.9970736402873381,0.6805194805194805,1.0,1.0,0.6388825872775171
TZ,5283.0,0.5571135756722511,1.0,0.6361149482813916,0.989059829059829,0.9822161997119122,0.6779487179487179,1.0,0.989059829059829,0.5571135756722511
CR,3977.0,0.6048480632403593,1.0,0.6360138985599961,0.9969230769230769,0.9949981498343315,0.6269230769230769,1.0,0.9969230769230769,0.6048480632403593
BO,1719.0,0.6248728514147374,1.0,0.634122614017916,0.9986324786324786,0.9945207717417667,0.6656410256410257,1.0,0.9986324786324786,0.6248728514147374
MC,273.0,0.6290093796493124,1.0,0.6290093796493124,1.0,0.9909363689047067,0.681203007518797,1.0,1.0,0.6290093796493124
SZ,200.0,0.6284912858141385,1.0,0.6284912858141385,1.0,0.9905569178592399,0.6947368421052632,1.0,1.0,0.6284912858141385
CL,22013.0,0.305982905982906,1.0,0.628034188034188,0.8625641025641025,0.9911111111111112,0.39623931623931624,1.0,0.8625641025641025,0.305982905982906
MO,8296.0,0.529717263116782,1.0,0.6258896057305768,0.9869230769230769,0.9974995375902801,0.546923076923077,1.0,0.9869230769230769,0.529717263116782
GA,397.0,0.6226011757770707,1.0,0.6226011757770707,1.0,0.9970736402873381,0.6571428571428571,1.0,1.0,0.6226011757770707
FK,22.0,0.6172133998483676,1.0,0.6172133998483676,1.0,0.9258200997725515,0.8285714285714286,1.0,1.0,0.6172133998483676
AR,20473.0,0.3593162393162393,1.0,0.6164102564102564,0.9241025641025641,0.9794871794871794,0.49948717948717947,1.0,0.9241025641025641,0.3593162393162393
SJ,32.0,0.6155870112510925,1.0,0.6155870112510925,1.0,0.9746794344808964,0.7,1.0,1.0,0.6155870112510925
LS,169.0,0.6136643467895302,1.0,0.6136643467895302,1.0,0.986309797955926,0.7,1.0,1.0,0.6136643467895302
NE,602.0,0.6094417944196352,1.0,0.6094417944196352,1.0,0.9934830381081234,0.6547008547008547,1.0,1.0,0.6094417944196352
IE,22527.0,0.21982905982905984,1.0,0.6075213675213675,0.8550427350427351,0.9863247863247864,0.305982905982906,1.0,0.8550427350427351,0.21982905982905984
TJ,3616.0,0.584957264957265,1.0,0.6075213675213675,0.9958974358974358,0.9965811965811966,0.6239316239316239,1.0,0.9958974358974358,0.584957264957265
PK,47605.0,0.11042735042735043,1.0,0.6047863247863248,0.7688888888888888,0.9692307692307692,0.28752136752136753,1.0,0.7688888888888888,0.11042735042735043
SN,1764.0,0.5661023491853606,1.0,0.6030443755974566,0.9965811965811966,0.996408545726257,0.5931623931623932,1.0,0.9965811965811966,0.5661023491853606
CD,1557.0,0.5765975534557698,1.0,0.5989224253519211,0.9976923076923077,0.9961511804696477,0.6169230769230769,1.0,0.9976923076923077,0.5765975534557698
TD,254.0,0.5950253317530827,1.0,0.5950253317530827,1.0,0.9969879449652413,0.6195488721804512,1.0,1.0,0.5950253317530827
VN,20388.0,0.29240767783902677,1.0,0.5933652877786099,0.9152136752136752,0.9829001942799567,0.38393162393162394,1.0,0.9152136752136752,0.29240767783902677
CO,21616.0,0.055726495726495726,1.0,0.5924786324786325,0.7504273504273504,0.9822222222222222,0.20615384615384616,1.0,0.7504273504273504,0.055726495726495726
ET,14911.0,0.5035897435897436,1.0,0.5917948717948718,0.9897435897435898,0.9658119658119658,0.6827350427350427,1.0,0.9897435897435898,0.5035897435897436
DZ,11676.0,0.4598290598290598,1.0,0.589059829059829,0.9637606837606838,0.9904273504273504,0.5343589743589744,1.0,0.9637606837606838,0.4598290598290598
HU,19813.0,0.02905982905982906,1.0,0.5876923076923077,0.6888888888888889,0.9945299145299146,0.09811965811965812,1.0,0.6888888888888889,0.02905982905982906
PE,12005.0,0.44186049095675156,1.0,0.5861833448141426,0.961025641025641,0.9863201671201792,0.535042735042735,1.0,0.961025641025641,0.44186049095675156
UZ,7753.0,0.4349461509969637,1.0,0.5857411608944959,0.9712820512820513,0.9960677184388013,0.4646153846153846,1.0,0.9712820512820513,0.4349461509969637
HN,654.0,0.5841845514026587,1.0,0.5841845514026587,1.0,0.9962875753547888,0.6225296442687747,1.0,1.0,0.5841845514026587
GT,1127.0,0.541707614407049,1.0,0.5829328738249396,0.9946153846153846,0.9967265991970382,0.5784615384615385,1.0,0.9946153846153846,0.541707614407049
KH,2732.0,0.5633659027844646,1.0,0.5828630833908486,0.9952136752136752,0.992303876124913,0.6218803418803419,1.0,0.9952136752136752,0.5633659027844646
LU,3404.0,0.5081210537590315,1.0,0.5819798341170065,0.987008547008547,0.9964096572367549,0.5507692307692308,1.0,0.987008547008547,0.5081210537590315
SL,450.0,0.5753163984888213,1.0,0.5753163984888213,1.0,0.9958560755994165,0.6120300751879699,1.0,1.0,0.5753163984888213
NG,31408.0,0.29025641025641025,1.0,0.5712820512820512,0.9063247863247863,0.9733333333333334,0.4256410256410256,1.0,0.9063247863247863,0.29025641025641025
RW,1842.0,0.5449298579653981,1.0,0.5687897811249,0.9984615384615385,0.9967290481146759,0.5746153846153846,1.0,0.9984615384615385,0.5449298579653981
FJ,477.0,0.5540989245077319,1.0,0.568458950254581,0.9990118577075099,0.9977742027552098,0.5691699604743083,1.0,0.9990118577075099,0.5540989245077319
BN,1261.0,0.566314025532693,1.0,0.5682389542394664,0.9992307692307693,0.9982680273326126,0.5823076923076923,1.0,0.9992307692307693,0.566314025532693
ML,742.0,0.5585982560404292,1.0,0.5682359071108299,0.9992307692307693,0.9949910965081765,0.6061538461538462,1.0,0.9992307692307693,0.5585982560404292
GF,329.0,0.563888743051152,1.0,0.563888743051152,1.0,0.9776728265857428,0.6766233766233766,1.0,1.0,0.563888743051152
KZ,11158.0,0.23499233467694425,1.0,0.5479733917794246,0.8974358974358975,0.996408545726257,0.28136752136752136,1.0,0.8974358974358975,0.23499233467694425
FO,183.0,0.5361943339530076,1.0,0.5361943339530076,1.0,0.9955784602874027,0.5647058823529412,1.0,1.0,0.5361943339530076
MG,694.0,0.5342919333820908,1.0,0.5342919333820908,1.0,0.9954289810199344,0.5860869565217391,1.0,1.0,0.5342919333820908
NZ,17776.0,0.1898409690621602,1.0,0.5274500437727045,0.9035897435897436,0.984778648522449,0.28683760683760684,1.0,0.9035897435897436,0.1898409690621602
HT,163.0,0.5251934475504206,1.0,0.5251934475504206,1.0,0.9928314487939459,0.5678571428571428,1.0,1.0,0.5251934475504206
LK,5133.0,0.41955890508905225,1.0,0.515985646111964,0.9856410256410256,0.9923063916613118,0.46324786324786327,1.0,0.9856410256410256,0.41955890508905225
LV,3726.0,0.47127225738266537,1.0,0.5143639151694693,0.9965811965811966,0.9972640802088913,0.507008547008547,1.0,0.9965811965811966,0.47127225738266537
LA,403.0,0.5059360332742929,1.0,0.5134975772498598,0.9993162393162394,0.9946867393313885,0.5398290598290598,1.0,0.9993162393162394,0.5059360332742929
GU,130.0,0.5071002830128494,1.0,0.5071002830128494,1.0,0.9870158085858346,0.6057791537667698,1.0,1.0,0.5071002830128494
LC,84.0,0.5016600550904339,1.0,0.5016600550904339,1.0,0.969309258988296,0.6648351648351648,1.0,1.0,0.5016600550904339
IM,6.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
SV,575.0,0.49913390239893746,1.0,0.49913390239893746,1.0,0.9978823732130109,0.5176923076923077,1.0,1.0,0.49913390239893746
RO,21637.0,0.005811965811965812,1.0,0.49811965811965814,0.7668376068376068,0.984957264957265,0.09606837606837607,1.0,0.7668376068376068,0.005811965811965812
LT,6017.0,0.26299591141311296,1.0,0.4962380591162899,0.907008547008547,0.9962380883568246,0.30735042735042734,1.0,0.907008547008547,0.26299591141311296
CG,639.0,0.48116755206781603,1.0,0.4920536957797576,0.9991304347826087,0.9976062097623227,0.5165217391304348,1.0,0.9991304347826087,0.48116755206781603
MT,1513.0,0.4667180029965368,1.0,0.49134286053304,0.9976923076923077,0.9996153106224259,0.4753846153846154,1.0,0.9976923076923077,0.4667180029965368
BB,282.0,0.4903764721399012,1.0,0.4903764721399012,1.0,0.9944652024887743,0.5506493506493506,1.0,1.0,0.4903764721399012
CW,136.0,0.4901481176448887,1.0,0.4901481176448887,1.0,0.9540933484974407,0.6882352941176471,1.0,1.0,0.4901481176448887
AE,18978.0,0.2341880341880342,1.0,0.48991452991452994,0.907008547008547,0.9774358974358974,0.3415384615384615,1.0,0.907008547008547,0.2341880341880342
TC,48.0,0.4874861631377853,1.0,0.4874861631377853,1.0,0.9510759457296007,0.6363636363636364,1.0,1.0,0.4874861631377853
IQ,25921.0,0.14256410256410257,1.0,0.47897435897435897,0.8912820512820513,0.9569230769230769,0.3723076923076923,1.0,0.8912820512820513,0.14256410256410257
ZW,2262.0,0.41723668650714935,1.0,0.47537622479093244,0.9924786324786324,0.991450126380513,0.5083760683760684,1.0,0.9924786324786324,0.41723668650714935
NA,768.0,0.45813303221203583,1.0,0.472377504642158,0.9992307692307693,0.9990379988153218,0.47615384615384615,1.0,0.9992307692307693,0.45813303221203583
FM,19.0,0.4721615273786164,1.0,0.4721615273786164,1.0,0.9354143466934853,0.7333333333333333,1.0,1.0,0.4721615273786164
PF,195.0,0.4711482007345055,1.0,0.4711482007345055,1.0,0.9858061297690313,0.5490196078431373,1.0,1.0,0.4711482007345055
BF,1503.0,0.45448347019965546,1.0,0.4695416574653067,0.9986324786324786,0.9914447388316279,0.530940170940171,1.0,0.9986324786324786,0.45448347019965546
NI,601.0,0.46431697306586683,1.0,0.46431697306586683,1.0,0.9991300563816591,0.4765217391304348,1.0,1.0,0.46431697306586683
MU,460.0,0.4627779306129791,1.0,0.4627779306129791,1.0,0.9986948004009163,0.4834782608695652,1.0,1.0,0.4627779306129791
TL,167.0,0.45665504988608874,1.0,0.45665504988608874,1.0,0.9911892555667042,0.5140350877192983,1.0,1.0,0.45665504988608874
PG,345.0,0.42960015633603404,1.0,0.4563434773264891,0.9966120835686053,0.9923479107947594,0.5064935064935064,1.0,0.9966120835686053,0.42960015633603404
VE,2079.0,0.3995211745308164,1.0,0.44911926554705645,0.9917948717948718,0.9994870479272651,0.40854700854700854,1.0,0.9917948717948718,0.3995211745308164
CI,1571.0,0.43543703354257646,1.0,0.4484351539468325,0.997948717948718,0.9950403225258091,0.48991452991452994,1.0,0.997948717948718,0.43543703354257646
BY,3612.0,0.3720930450162119,1.0,0.44630645564904087,0.989059829059829,0.9969220829248691,0.41264957264957264,1.0,0.989059829059829,0.3720930450162119
PW,47.0,0.44452067194598166,1.0,0.44452067194598166,1.0,0.9816498172140429,0.5545454545454546,1.0,1.0,0.44452067194598166
CF,156.0,0.4424385964625624,1.0,0.4424385964625624,1.0,0.9862693712811287,0.5454545454545454,1.0,1.0,0.4424385964625624
MD,1172.0,0.43777650357799414,1.0,0.4423927760234563,0.9992307692307693,0.9990382950721008,0.4523076923076923,1.0,0.9992307692307693,0.43777650357799414
PR,2705.0,0.38228757611211117,1.0,0.442126865753989,0.9931623931623932,0.9977774124285692,0.41606837606837604,1.0,0.9931623931623932,0.38228757611211117
MV,206.0,0.44033224413362526,1.0,0.44033224413362526,1.0,0.9920738512408184,0.5203007518796993,1.0,1.0,0.44033224413362526
SO,565.0,0.4151254340345539,1.0,0.4390453010514148,0.9984615384615385,0.9938318941198986,0.4846153846153846,1.0,0.9984615384615385,0.4151254340345539
SY,1720.0,0.41132330841108905,1.0,0.4348164936293254,0.9984615384615385,0.9924907919245098,0.48384615384615387,1.0,0.9984615384615385,0.41132330841108905
PY,1563.0,0.3685833564796904,1.0,0.42539379025464735,0.9952136752136752,0.9948670541192759,0.4317948717948718,1.0,0.9952136752136752,0.3685833564796904
GP,337.0,0.423617490813335,1.0,0.423617490813335,1.0,0.9963814820597268,0.4633642930856553,1.0,1.0,0.423617490813335
GD,549.0,0.41792378142591946,1.0,0.41792378142591946,1.0,0.9760484895267734,0.5561403508771929,1.0,1.0,0.41792378142591946
TT,591.0,0.40329036119349165,1.0,0.4135696397285849,0.9993162393162394,0.9970900179040447,0.4461538461538462,1.0,0.9993162393162394,0.40329036119349165
NP,8806.0,0.24042409066764425,1.0,0.4131327190988823,0.9644444444444444,0.9825581969959344,0.36205128205128206,1.0,0.9644444444444444,0.24042409066764425
TM,82.0,0.412968944464281,1.0,0.412968944464281,1.0,0.9644413195335055,0.6127450980392157,1.0,1.0,0.412968944464281
DO,654.0,0.4123770461277333,1.0,0.4123770461277333,1.0,0.9960415567935167,0.45454545454545453,1.0,1.0,0.4123770461277333
GI,39.0,0.411415725590186,1.0,0.411415725590186,1.0,0.9170109546287278,0.6545454545454545,1.0,1.0,0.411415725590186
KG,1340.0,0.3988691112433219,1.0,0.4075685466030454,0.9991304347826087,0.9995651228322289,0.40869565217391307,1.0,0.9991304347826087,0.3988691112433219
MR,112.0,0.4049282782388504,1.0,0.4049282782388504,1.0,0.984622018584045,0.5168831168831168,1.0,1.0,0.4049282782388504
LI,245.0,0.4038202744172752,1.0,0.4038202744172752,1.0,0.9905396666306864,0.5012987012987012,1.0,1.0,0.4038202744172752
WS,67.0,0.4038003439746607,1.0,0.4038003439746607,1.0,0.9793318687201541,0.5363636363636364,1.0,1.0,0.4038003439746607
LB,6913.0,0.17811965811965813,1.0,0.39897435897435896,0.9158974358974359,0.9924786324786324,0.23965811965811964,1.0,0.9158974358974359,0.17811965811965813
KY,84.0,0.39893119043075914,1.0,0.39893119043075914,1.0,0.9847741973570489,0.521978021978022,1.0,1.0,0.39893119043075914
AZ,4312.0,0.319370837288651,1.0,0.3983586996159298,0.989059829059829,0.9933322080551725,0.40102564102564103,1.0,0.989059829059829,0.319370837288651
GN,362.0,0.39637466393560655,1.0,0.39637466393560655,1.0,0.9901773214023581,0.48120300751879697,1.0,1.0,0.39637466393560655
SI,8716.0,0.005812959565210993,1.0,0.3894682908691365,0.84,0.9984612900244764,0.035897435897435895,1.0,0.84,0.005812959565210993
SK,9217.0,0.23149256621457895,1.0,0.3833133925059719,0.9692307692307692,0.997093534832662,0.26222222222222225,1.0,0.9692307692307692,0.23149256621457895
JO,12352.0,0.2294017094017094,1.0,0.38324786324786325,0.9767521367521368,0.9911111111111112,0.3162393162393162,1.0,0.9767521367521368,0.2294017094017094
PS,2407.0,0.31082901132778495,1.0,0.3816118554915379,0.9907692307692307,0.9913445076629973,0.38153846153846155,1.0,0.9907692307692307,0.31082901132778495
JM,430.0,0.3749228023880017,1.0,0.3771076672037826,0.9991304347826087,0.9949874371066199,0.4260869565217391,1.0,0.9991304347826087,0.3749228023880017
CM,4482.0,0.32500862893609417,1.0,0.3766678952196207,0.9911111111111112,0.984605088503241,0.4235897435897436,1.0,0.9911111111111112,0.32500862893609417
MM,756.0,0.37572324078762237,1.0,0.37572324078762237,1.0,0.9888264983190144,0.4584615384615385,1.0,1.0,0.37572324078762237
MK,2025.0,0.30437758277980564,1.0,0.3755130178564344,0.9911111111111112,0.9979480747769358,0.3381196581196581,1.0,0.9911111111111112,0.30437758277980564
ME,833.0,0.36628773629799066,1.0,0.37518541410280015,0.9990118577075099,0.998517175873065,0.383399209486166,1.0,0.9990118577075099,0.36628773629799066
KW,4158.0,0.27868012033217404,1.0,0.3692939017898748,0.9829059829059829,0.992990269257219,0.3565811965811966,1.0,0.9829059829059829,0.27868012033217404
GE,2619.0,0.3269230769230769,1.0,0.36846153846153845,0.9961538461538462,0.9976923076923077,0.3707692307692308,1.0,0.9961538461538462,0.3269230769230769
LR,186.0,0.3540318422151426,1.0,0.36636130935696354,0.9982456140350877,0.9960448098142446,0.3894736842105263,1.0,0.9982456140350877,0.3540318422151426
SR,75.0,0.3655065288396835,1.0,0.3655065288396835,1.0,0.9776923610938035,0.5029411764705882,1.0,1.0,0.3655065288396835
SD,2458.0,0.3057978853001283,1.0,0.3649735387195044,0.9938461538461538,0.9748590303192011,0.41743589743589743,1.0,0.9938461538461538,0.3057978853001283
QA,7365.0,0.14327235634255328,1.0,0.3624551258308031,0.9364102564102564,0.9779449621472611,0.28615384615384615,1.0,0.9364102564102564,0.14327235634255328
XK,950.0,0.33037867869333876,1.0,0.3619901742042533,0.9976923076923077,0.9946055904653605,0.3923076923076923,1.0,0.9976923076923077,0.33037867869333876
BS,100.0,0.35852835482230566,1.0,0.35852835482230566,1.0,0.9926198253344827,0.42058823529411765,1.0,1.0,0.35852835482230566
IS,2436.0,0.3149256329152544,1.0,0.35835186025536003,0.9952136752136752,0.9950419020449405,0.3682051282051282,1.0,0.9952136752136752,0.3149256329152544
UY,3699.0,0.3258119658119658,1.0,0.35384615384615387,0.997948717948718,0.9876923076923076,0.4181196581196581,1.0,0.997948717948718,0.3258119658119658
AD,39.0,0.34782170359783326,1.0,0.34782170359783326,1.0,0.9478141423040956,0.5604395604395604,1.0,1.0,0.34782170359783326
AM,2630.0,0.2339261422712214,1.0,0.34610125143052056,0.9781196581196581,0.991450126380513,0.28478632478632476,1.0,0.9781196581196581,0.2339261422712214
AL,1603.0,0.30665642900926615,1.0,0.34320895191501305,0.9976923076923077,0.996537203430363,0.3415384615384615,1.0,0.9976923076923077,0.30665642900926615
BZ,60.0,0.33550340496263675,1.0,0.33550340496263675,1.0,0.9580486119488628,0.48928571428571427,1.0,1.0,0.33550340496263675
