,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,DShareC vs CShareD
SERBIA,6779.0,0.4816487859966121,1.0,0.7233201581027668,0.8983625070581592,0.9819311123658949,0.5900621118012422,1.0,0.8983625070581592,0.4816487859966121
ALGERIA,6388.0,0.8178480981312195,1.0,0.8652923248183897,0.9864483342744212,0.9850325159812477,0.8735177865612648,1.0,0.9864483342744212,0.8178480981312195
WALES,6370.0,0.39469226425748166,1.0,0.5640880858272163,0.9345002823263693,0.9604743083003953,0.5448898927159797,1.0,0.9345002823263693,0.39469226425748166
JORDAN,6262.0,0.5313382269904009,1.0,0.7142857142857143,0.9424054206662902,0.9774138904573687,0.6352343308865048,1.0,0.9424054206662902,0.5313382269904009
TUNISIA,5598.0,0.42518351214003386,1.0,0.5911914172783738,0.9322416713721061,0.9909655561829475,0.4816487859966121,1.0,0.9322416713721061,0.42518351214003386
CROATIA,5364.0,0.35064935064935066,1.0,0.5064935064935064,0.9627329192546584,0.9920948616600791,0.409373235460192,1.0,0.9627329192546584,0.35064935064935066
SLOVENIA,5318.0,0.21424547327428298,1.0,0.5104582120492811,0.8712591756070017,0.978519562632675,0.3246753246753247,1.0,0.8712591756070017,0.21424547327428298
SLOVAKIA,5056.0,0.2920079190150832,1.0,0.5032476902174838,0.9186900056465274,0.9850325159812477,0.391304347826087,1.0,0.9186900056465274,0.2920079190150832
UKRAINE,4999.0,0.551665725578769,1.0,0.7278373800112931,0.9186900056465274,0.9864483342744212,0.6261998870694523,1.0,0.9186900056465274,0.551665725578769
MACAU,4669.0,0.5945793337097685,1.0,0.6962168266516092,0.9649915302089215,0.9830604178430266,0.7063805759457933,1.0,0.9649915302089215,0.5945793337097685
LEBANON,4651.0,0.48361589639246944,1.0,0.6322034907280062,0.9367588932806324,0.9875707790818185,0.5607001693958216,1.0,0.9367588932806324,0.48361589639246944
QATAR,3894.0,0.6517933047261238,1.0,0.7415984480982674,0.9661208356860531,0.9957639482081078,0.6860530773574252,1.0,0.9661208356860531,0.6517933047261238
LITHUANIA,3639.0,0.3845285149632976,1.0,0.5753811405985318,0.9277244494635799,0.9909655561829475,0.4398644833427442,1.0,0.9277244494635799,0.3845285149632976
NORTHERN IRELAND,3550.0,0.4116318464144551,1.0,0.5550536420101637,0.9390175042348955,0.9909655561829475,0.4827780914737436,1.0,0.9390175042348955,0.4116318464144551
GHANA,3449.0,0.6116916369310157,1.0,0.6308952524948703,0.9988706945228685,0.9534030315231343,0.8012422360248447,1.0,0.9988706945228685,0.6116916369310157
BULGARIA,3426.0,0.2546583850931677,1.0,0.2648221343873518,0.9977413890457368,0.9728966685488425,0.4308300395256917,1.0,0.9977413890457368,0.2546583850931677
PERU,3306.0,0.5288136437188684,1.0,0.6050848423321668,0.9717673630717109,0.9790962014581186,0.6329757199322417,1.0,0.9717673630717109,0.5288136437188684
ECUADOR,3289.0,0.2388481084133258,1.0,0.40033879164313946,0.9424054206662902,0.9864483342744212,0.3337097684923772,1.0,0.9424054206662902,0.2388481084133258
KENYA,3258.0,0.5821569734613213,1.0,0.6792772444946358,0.9819311123658949,0.9774138904573687,0.7142857142857143,1.0,0.9819311123658949,0.5821569734613213
PHILIPPINES,3237.0,0.4839073969508752,1.0,0.5753811405985318,0.9819311123658949,0.9932241671372106,0.5369847543760587,1.0,0.9819311123658949,0.4839073969508752
KAZAKHSTAN,3110.0,0.585145462475099,1.0,0.6597006758406522,0.9706380575945793,0.9918102626508435,0.6318464144551101,1.0,0.9706380575945793,0.585145462475099
KUWAIT,2858.0,0.5179328080016079,1.0,0.6478396191688597,0.974025974025974,0.9963287604305741,0.5437605872388481,1.0,0.974025974025974,0.5179328080016079
CYPRUS,2851.0,0.20835686053077357,1.0,0.3743647656691135,0.9627329192546584,0.9875776397515528,0.29079616036137773,1.0,0.9627329192546584,0.20835686053077357
ESTONIA,2566.0,0.07512002558801947,1.0,0.21236939564733323,0.9649915302089215,0.988986201538512,0.16996047430830039,1.0,0.9649915302089215,0.07512002558801947
OMAN,2418.0,0.21688789342706374,1.0,0.3835074990546257,0.9548277809147374,0.9906806382059109,0.295313382269904,1.0,0.9548277809147374,0.21688789342706374
AZERBAIJAN,2378.0,0.5964417069244252,1.0,0.6879412869639678,0.9875776397515528,0.9771251448667194,0.7289666854884246,1.0,0.9875776397515528,0.5964417069244252
UGANDA,2309.0,0.6589434410502419,1.0,0.6866348892590429,0.9977413890457368,0.9833289772104812,0.7594579333709769,1.0,0.9977413890457368,0.6589434410502419
UZBEKISTAN,2035.0,0.7438576969881326,1.0,0.7528946925475937,0.9988706945228685,0.987291764871113,0.8147939017504235,1.0,0.9988706945228685,0.7438576969881326
TANZANIA,1986.0,0.5471485036702428,1.0,0.6013551665725578,0.9954827780914738,0.9616036137775268,0.7075098814229249,1.0,0.9954827780914738,0.5471485036702428
CAMEROON,1897.0,0.4213499179598686,1.0,0.4687941446470388,0.9943534726143421,0.9957639482081078,0.46696781479390176,1.0,0.9943534726143421,0.4213499179598686
LUXEMBOURG,1881.0,0.4184076792772445,1.0,0.4624505928853755,0.9830604178430266,0.9909655561829475,0.49745906267645396,1.0,0.9830604178430266,0.4184076792772445
SRI LANKA,1856.0,0.3935629587803501,1.0,0.4556747600225861,0.9920948616600791,0.9864483342744212,0.46809712027103334,1.0,0.9920948616600791,0.3935629587803501
NEPAL,1807.0,0.6250355452843633,1.0,0.6872000208551409,0.9920948616600791,0.9912408195558529,0.6849237718802936,1.0,0.9920948616600791,0.6250355452843633
LATVIA,1545.0,0.4246540855972132,1.0,0.477806527735879,0.9887069452286844,0.9861474371258852,0.5031055900621118,1.0,0.9887069452286844,0.4246540855972132
ICELAND,1498.0,0.549717601857328,1.0,0.5774012220947474,0.9966120835686053,0.9915255819728783,0.6137775268210051,1.0,0.9966120835686053,0.549717601857328
URUGUAY,1470.0,0.5896639602548295,1.0,0.5896639602548295,1.0,0.9963287604305741,0.6284584980237155,1.0,1.0,0.5896639602548295
PALESTINE,1192.0,0.6169882587201979,1.0,0.6892305548361705,0.9896103896103896,0.9977246841962694,0.6298701298701299,1.0,0.9896103896103896,0.6169882587201979
ARMENIA,1131.0,0.4750070790941682,1.0,0.5264049913386026,0.9920948616600791,0.9951991359856414,0.5279503105590062,1.0,0.9920948616600791,0.4750070790941682
BELARUS,1108.0,0.77413101466967,1.0,0.7812808393223706,0.9987012987012988,0.995125594844051,0.8051948051948052,1.0,0.9987012987012988,0.77413101466967
SUDAN,1102.0,0.48644075560036937,1.0,0.5214690097783286,0.9954827780914738,0.9971753003886782,0.5143986448334275,1.0,0.9954827780914738,0.48644075560036937
COSTA RICA,1000.0,0.5444789824575246,1.0,0.5930528335896273,0.9954827780914738,0.9929398870957762,0.5945793337097685,1.0,0.9954827780914738,0.5444789824575246
YEMEN,993.0,0.5832158071731129,1.0,0.6272960716687552,0.9943534726143421,0.987850029979265,0.6702428006775832,1.0,0.9943534726143421,0.5832158071731129
BOSNIA & HERZEGOVINA,948.0,0.42756285240699804,1.0,0.4603219613100441,0.9954827780914738,0.9997176337653719,0.42857142857142855,1.0,0.9954827780914738,0.42756285240699804
BAHRAIN,881.0,0.6271187441537863,1.0,0.6525424770248858,0.9966120835686053,0.9966103285470982,0.6533032185206098,1.0,0.9966120835686053,0.6271187441537863
MALAWI,867.0,0.8043017281220526,1.0,0.8225369090025526,0.9987012987012988,0.9944686144472668,0.8506493506493507,1.0,0.9987012987012988,0.8043017281220526
RWANDA,749.0,0.6116453880811984,1.0,0.6331264645572479,0.9988706945228685,0.9858683519534288,0.709768492377188,1.0,0.9988706945228685,0.6116453880811984
ZAMBIA,742.0,0.6964134703009625,1.0,0.6986727191908277,0.9988706945228685,0.9951991359856414,0.7368718238283456,1.0,0.9988706945228685,0.6964134703009625
MONGOLIA,737.0,0.5709444010739467,1.0,0.573205567018794,0.9988706945228685,0.9869989349258524,0.6668548842461886,1.0,0.9988706945228685,0.5709444010739467
CONGO DEMOCRATIC REPUBLIC,723.0,0.6753428609356831,1.0,0.7469109868537227,0.990909090909091,0.9967488082403339,0.7103896103896103,1.0,0.990909090909091,0.6753428609356831
ZIMBABWE,719.0,0.8933314171793388,1.0,0.8933314171793388,1.0,0.9935956184323785,0.9142857142857143,1.0,1.0,0.8933314171793388
CUBA,696.0,0.4372882053829104,1.0,0.45875713536295,0.9988706945228685,0.9926555256560383,0.4997176736307171,1.0,0.9988706945228685,0.4372882053829104
MALTA,687.0,0.6959065796559653,1.0,0.6959065796559653,1.0,0.9928527112178478,0.7428571428571429,1.0,1.0,0.6959065796559653
SENEGAL,679.0,0.7284090854035065,1.0,0.7414366195903499,0.9988706945228685,0.9929246708494144,0.7752682100508187,1.0,0.9988706945228685,0.7284090854035065
BURKINA FASO,651.0,0.6647174892512161,1.0,0.6985056705230277,0.9961038961038962,0.9928527112178478,0.7181818181818181,1.0,0.9961038961038962,0.6647174892512161
PANAMA,638.0,0.6084344249378196,1.0,0.6423200055346042,0.9969924812030075,0.9984951082519169,0.6240601503759399,1.0,0.9969924812030075,0.6084344249378196
MACEDONIA,602.0,0.2929038832747755,1.0,0.3211764588804488,0.9932241671372106,0.9951946613197006,0.3359683794466403,1.0,0.9932241671372106,0.2929038832747755
BOTSWANA,570.0,0.5389665359327128,1.0,0.5627694744281638,0.9988706945228685,0.9917891039771267,0.5990965556182948,1.0,0.9988706945228685,0.5389665359327128
BENIN,562.0,0.6050759736706988,1.0,0.6050759736706988,1.0,0.9902426149750575,0.6805194805194805,1.0,1.0,0.6050759736706988
MOZAMBIQUE,559.0,0.7505671026806178,1.0,0.7694066383904726,0.9984962406015038,0.9939739040519426,0.7879699248120301,1.0,0.9984962406015038,0.7505671026806178
VENEZUELA,551.0,0.6175471191180845,1.0,0.6175471191180845,1.0,0.9859886421399616,0.687012987012987,1.0,1.0,0.6175471191180845
SYRIA,538.0,0.4972352633567839,1.0,0.4972352633567839,1.0,0.9938196952170276,0.5701298701298702,1.0,1.0,0.4972352633567839
BRUNEI,536.0,0.689499874958433,1.0,0.689499874958433,1.0,0.9988715437443675,0.7022556390977444,1.0,1.0,0.689499874958433
LIBYA,530.0,0.5961616508309084,1.0,0.6391165296025678,0.9948051948051948,0.9951213582101082,0.6363636363636364,1.0,0.9948051948051948,0.5961616508309084
MONTENEGRO,514.0,0.7265889945950537,1.0,0.7265889945950537,1.0,0.9996239894584122,0.7293233082706767,1.0,1.0,0.7265889945950537
COTE IVOIRE,495.0,0.6143852484230878,1.0,0.6313728589785649,0.9988706945228685,0.9960402322361396,0.6510446075663467,1.0,0.9988706945228685,0.6143852484230878
AFGHANISTAN,474.0,0.6176888345350896,1.0,0.6222098873038734,0.9988706945228685,0.9963270039207347,0.665725578769057,1.0,0.9988706945228685,0.6176888345350896
ALBANIA,450.0,0.5673921224823696,1.0,0.6035605446326402,0.9932241671372106,0.9946316091324408,0.6216826651609261,1.0,0.9932241671372106,0.5673921224823696
CAMBODIA,419.0,0.8131887771760878,1.0,0.8131887771760878,1.0,0.9978046076701186,0.8192982456140351,1.0,1.0,0.8131887771760878
NAMIBIA,389.0,0.6952975898203542,1.0,0.6952975898203542,1.0,0.9909269820579536,0.7459062676453981,1.0,1.0,0.6952975898203542
BOLIVIA,381.0,0.7968777020909734,1.0,0.7968777020909734,1.0,0.9973992153622314,0.8194805194805195,1.0,1.0,0.7968777020909734
MYANMAR,366.0,0.33760447992059917,1.0,0.3451402942045411,0.9984962406015038,0.9962346483371253,0.3849624060150376,1.0,0.9984962406015038,0.33760447992059917
LAOS,363.0,0.8913372668216545,1.0,0.8913372668216545,1.0,0.9951652998768916,0.9140350877192982,1.0,1.0,0.8913372668216545
MADAGASCAR,359.0,0.7526612850959477,1.0,0.7526612850959477,1.0,0.9901845449151713,0.8165413533834587,1.0,1.0,0.7526612850959477
KOSOVO,347.0,0.43357197377298845,1.0,0.43357197377298845,1.0,0.9988715437443675,0.45263157894736844,1.0,1.0,0.43357197377298845
KYRGYZSTAN,335.0,0.48260349215840376,1.0,0.48260349215840376,1.0,0.9951928988354422,0.52343308865048,1.0,1.0,0.48260349215840376
DOMINICAN REPUBLIC,309.0,0.47132042406031766,1.0,0.4967443473498783,0.9987012987012988,0.9934886946997566,0.5233766233766234,1.0,0.9987012987012988,0.47132042406031766
GUATEMALA,300.0,0.6994738394593227,1.0,0.6994738394593227,1.0,0.9964866004357689,0.7263157894736842,1.0,1.0,0.6994738394593227
MOLDOVA,290.0,0.649509007267671,1.0,0.649509007267671,1.0,0.9920738512408184,0.7007518796992481,1.0,1.0,0.649509007267671
MALI,286.0,0.7552322292384274,1.0,0.7552322292384274,1.0,0.9947916312526908,0.7831168831168831,1.0,1.0,0.7552322292384274
HONDURAS,283.0,0.6940132417639345,1.0,0.7116501729396381,0.9982456140350877,0.9929592251921097,0.7421052631578947,1.0,0.9982456140350877,0.6940132417639345
GAMBIA,269.0,0.8036504716620347,1.0,0.8036504716620347,1.0,0.9970736402873381,0.8207792207792208,1.0,1.0,0.8036504716620347
PARAGUAY,267.0,0.5389412265635498,1.0,0.5402445910776092,0.9987012987012988,0.9944671242273,0.5935064935064935,1.0,0.9987012987012988,0.5389412265635498
FIJI,257.0,0.6421937210135245,1.0,0.6494326196400859,0.9979360165118679,0.9958656253398133,0.6718266253869969,1.0,0.9979360165118679,0.6421937210135245
TOGO,250.0,0.37127251096062636,1.0,0.37127251096062636,1.0,0.9784656398840132,0.48120300751879697,1.0,1.0,0.37127251096062636
GABON,247.0,0.49868261732285774,1.0,0.49868261732285774,1.0,0.9951019247335088,0.530827067669173,1.0,1.0,0.49868261732285774
SIERRA LEONE,240.0,0.9101506246867064,1.0,0.9101506246867064,1.0,0.9932694031969078,0.9318885448916409,1.0,1.0,0.9101506246867064
TRINIDAD & TOBAGO,239.0,0.781005357128941,1.0,0.781005357128941,1.0,0.9973649493065531,0.8017543859649123,1.0,1.0,0.781005357128941
ANGOLA,237.0,0.5559033018818827,1.0,0.5559033018818827,1.0,0.9968992173412534,0.5706914344685242,1.0,1.0,0.5559033018818827
JAMAICA,231.0,0.5792623989996774,1.0,0.5792623989996774,1.0,0.9954441676503464,0.6168831168831169,1.0,1.0,0.5792623989996774
SOMALIA,228.0,0.6104499066054571,1.0,0.6104499066054571,1.0,0.9939667624282162,0.6571428571428571,1.0,1.0,0.6104499066054571
CONGO PEOPLES REP,224.0,0.6746455868954941,1.0,0.6746455868954941,1.0,0.9920738512408184,0.7280701754385965,1.0,1.0,0.6746455868954941
NORTH KOREA,199.0,0.7864413292762008,1.0,0.7864413292762008,1.0,0.9926198253344826,0.8161764705882353,1.0,1.0,0.7864413292762008
GRENADA,192.0,0.7911787414389857,1.0,0.7985347547956304,0.9992644353546793,0.9776923610938035,0.8705882352941177,1.0,0.9992644353546793,0.7911787414389857
MONACO,186.0,0.7149677144040727,1.0,0.7149677144040727,1.0,0.9827458845928639,0.7982456140350878,1.0,1.0,0.7149677144040727
MAURITIUS,178.0,0.3417824337152813,1.0,0.3417824337152813,1.0,0.9943449122468914,0.3819548872180451,1.0,1.0,0.3417824337152813
TAJIKISTAN,174.0,0.45814819072529944,1.0,0.45814819072529944,1.0,0.9836322826811185,0.5532467532467532,1.0,1.0,0.45814819072529944
PAPUA NEW GUINEA,168.0,0.450228742092195,1.0,0.450228742092195,1.0,0.9955257046261682,0.5,1.0,1.0,0.450228742092195
NIGER,155.0,0.7488995242814735,1.0,0.7488995242814735,1.0,0.9955784602874027,0.7588235294117647,1.0,1.0,0.7488995242814735
GREENLAND,138.0,0.6416375790145077,1.0,0.6416375790145077,1.0,0.9847741973570489,0.7307692307692307,1.0,1.0,0.6416375790145077
GUINEA,122.0,0.7065550059635267,1.0,0.7065550059635267,1.0,0.9922778767136676,0.7274725274725274,1.0,1.0,0.7065550059635267
LIBERIA,120.0,0.4633911131238378,1.0,0.4633911131238378,1.0,0.9865162369237953,0.5464285714285714,1.0,1.0,0.4633911131238378
BARBADOS,116.0,0.6032925016462146,1.0,0.6032925016462146,1.0,0.9870158085858346,0.675954592363261,1.0,1.0,0.6032925016462146
HAITI,111.0,0.8292429707869473,1.0,0.8292429707869473,1.0,0.9843984191769197,0.8740970072239422,1.0,1.0,0.8292429707869473
EL SALVADOR,109.0,0.698728778652091,1.0,0.7031736182109466,0.9982456140350877,0.9867543820659301,0.7526315789473684,1.0,0.9982456140350877,0.698728778652091
SAINT KITTS & NEVIS,107.0,0.7434008869420318,1.0,0.7434008869420318,1.0,0.9728456051340169,0.8071428571428572,1.0,1.0,0.7434008869420318
BHUTAN,106.0,0.4091779174765911,1.0,0.4091779174765911,1.0,0.9911892555667041,0.49226006191950467,1.0,1.0,0.4091779174765911
LIECHTENSTEIN,105.0,0.6168747046690309,1.0,0.6168747046690309,1.0,0.9941002434954168,0.6558823529411765,1.0,1.0,0.6168747046690309
NEW CALEDONIA,104.0,0.5676328393393335,1.0,0.5676328393393335,1.0,0.9663454503498036,0.6705882352941176,1.0,1.0,0.5676328393393335
CHAD,103.0,0.6097033450390372,1.0,0.6097033450390372,1.0,0.9889090840267311,0.6823529411764706,1.0,1.0,0.6097033450390372
LESOTHO,98.0,0.8287465449561477,1.0,0.8287465449561477,1.0,0.9732691032046312,0.8769230769230769,1.0,1.0,0.8287465449561477
GUYANA,93.0,0.5159757343065279,1.0,0.5159757343065279,1.0,0.9656376858588718,0.6736842105263158,1.0,1.0,0.5159757343065279
NICARAGUA,88.0,0.7753917984015304,1.0,0.7753917984015304,1.0,0.9810708435174292,0.8642857142857143,1.0,1.0,0.7753917984015304
MALDIVES,85.0,0.624762675981184,1.0,0.624762675981184,1.0,0.979195347932048,0.7029411764705882,1.0,1.0,0.624762675981184
CENT AFR REPUBL,84.0,0.4780450610759946,1.0,0.4780450610759946,1.0,0.9895285072531598,0.5490196078431373,1.0,1.0,0.4780450610759946
BURUNDI,83.0,0.4360655579613282,1.0,0.4360655579613282,1.0,0.9864275014851697,0.5392156862745098,1.0,1.0,0.4360655579613282
SEYCHELLES,82.0,0.8512565307587486,1.0,0.8512565307587486,1.0,0.9789450103725609,0.8833333333333333,1.0,1.0,0.8512565307587486
